card,entry,lemma,gender,rank
w-ample,ample,ample,,5851
w-assoupir,s'assoupir,assoupir,,5852
w-paumer,paumer,paumer,,5853
w-decret,le décret,décret,m,5854
w-exotique,exotique,exotique,,5855
w-bien-aime,le bien-aimé,bien-aimé,m,5857
w-vigoureux,vigoureux,vigoureux,,5858
w-grisatre,grisâtre,grisâtre,,5859
w-battant-2,le battant,battant,m,5860
w-deceler,déceler,déceler,,5861
w-variete,la variété,variété,f,5862
w-bouder,bouder,bouder,,5863
w-entraineur,un entraîneur,entraîneur,m,5864
w-naval,naval,naval,,5865
w-armement,un armement,armement,m,5866
w-scandaleux,scandaleux,scandaleux,,5867
w-nse,sensé,sensé,,5868
w-coquillage,un coquillage,coquillage,m,5869
w-relativement,relativement,relativement,,5870
w-fumant,fumant,fumant,,5871
w-habitue,un habitué,habitué,m,5872
w-citation,une citation,citation,f,5873
w-caution,une caution,caution,f,5874
w-charnel,charnel,charnel,,5875
w-flash,un flash,flash,m,5876
w-rajeunir,rajeunir,rajeunir,,5877
w-repere,un repère,repère,m,5878
w-etudiant-2,étudiant,étudiant,,5879
w-crasseux,crasseux,crasseux,,5880
w-deduire,déduire,déduire,,5881
w-respectueux,respectueux,respectueux,,5882
w-sphere,une sphère,sphère,f,5883
w-cinquieme-2,un cinquième,cinquième,m,5884
w-organise,organisé,organisé,,5885
w-perplexe,perplexe,perplexe,,5886
w-epicier,un épicier,épicier,m,5887
w-barbare,barbare,barbare,,5888
w-doter,doter,doter,,5889
w-demission,la démission,démission,f,5890
w-refrain,le refrain,refrain,m,5891
w-revenu-2,le revenu,revenu,m,5892
w-reconduire,reconduire,reconduire,,5893
w-tract,le tract,tract,m,5894
w-bien-etre,le bien-être,bien-être,m,5895
w-radar,le radar,radar,m,5896
w-vis,une vis,vis,f,5898
w-boucherie,la boucherie,boucherie,f,5899
w-piquet,le piquet,piquet,m,5900
w-exclamation,une exclamation,exclamation,f,5901
w-sillon,le sillon,sillon,m,5902
w-decouvert,découvert,découvert,,5903
w-procede,le procédé,procédé,m,5904
w-reporter,reporter,reporter,,5905
w-indiscret,indiscret,indiscret,,5906
w-blinde,blindé,blindé,,5907
w-distinction,la distinction,distinction,f,5908
w-navette,la navette,navette,f,5909
w-tampon,le tampon,tampon,m,5910
w-vautrer,se vautrer,vautrer,,5911
w-commis,le commis,commis,m,5912
w-cooperer,coopérer,coopérer,,5913
w-osier,un osier,osier,m,5914
w-transparence,la transparence,transparence,f,5915
w-trempe,trempé,trempé,,5916
w-tyran,le tyran,tyran,m,5917
w-eclipser,éclipser,éclipser,,5918
w-republicain,républicain,républicain,,5919
w-soucoupe,la soucoupe,soucoupe,f,5920
w-mineral,minéral,minéral,,5921
w-complication,la complication,complication,f,5922
w-impassible,impassible,impassible,,5923
w-robuste,robuste,robuste,,5924
w-abstrait,abstrait,abstrait,,5925
w-brune,une brune,brune,f,5926
w-impulsion,une impulsion,impulsion,f,5927
w-environnement,le environnement,environnement,m,5928
w-nouveaute,la nouveauté,nouveauté,f,5929
w-crisser,crisser,crisser,,5930
w-pensionnaire,un pensionnaire,pensionnaire,m,5931
w-collaborer,collaborer,collaborer,,5932
w-apprivoiser,apprivoiser,apprivoiser,,5933
w-gerber,gerber,gerber,,5934
w-presumer,présumer,présumer,,5935
w-arbitre,un arbitre,arbitre,m,5936
w-broyer,broyer,broyer,,5937
w-habilete,la habileté,habileté,f,5938
w-liasse,une liasse,liasse,f,5939
w-musulman,musulman,musulman,,5940
w-trotter,trotter,trotter,,5941
w-tenu,tenu,tenu,,5942
w-bouillon,le bouillon,bouillon,m,5943
w-estrade,une estrade,estrade,f,5944
w-festival,le festival,festival,m,5945
w-frise,frisé,frisé,,5946
w-sceller,sceller,sceller,,5947
w-fraction,une fraction,fraction,f,5948
w-ravager,ravager,ravager,,5949
w-rouquin,un rouquin,rouquin,m,5950
w-hardi,hardi,hardi,,5951
w-lentille,la lentille,lentille,f,5952
w-massif-2,le massif,massif,m,5953
w-patiemment,patiemment,patiemment,,5954
w-voyant,un voyant,voyant,m,5955
w-detecter,détecter,détecter,,5956
w-rapidite,la rapidité,rapidité,f,5957
w-sage-2,le sage,sage,m,5958
w-look,le look,look,m,5959
w-pancarte,la pancarte,pancarte,f,5960
w-successivement,successivement,successivement,,5961
w-dit-2,le dit,dit,m,5962
w-glacon,le glaçon,glaçon,m,5963
w-majestueux,majestueux,majestueux,,5964
w-bungalow,le bungalow,bungalow,m,5965
w-entrevue,une entrevue,entrevue,f,5966
w-lucidite,la lucidité,lucidité,f,5967
w-edifier,édifier,édifier,,5968
w-cartable,le cartable,cartable,m,5969
w-realiste,réaliste,réaliste,,5970
w-strictement,strictement,strictement,,5971
w-tic,le tic,tic,m,5972
w-grimacer,grimacer,grimacer,,5973
w-gymnastique,la gymnastique,gymnastique,f,5974
w-influencer,influencer,influencer,,5975
w-consultation,la consultation,consultation,f,5976
w-monastere,le monastère,monastère,m,5977
w-centime,le centime,centime,m,5978
w-romancier,le romancier,romancier,m,5979
w-metamorphose,la métamorphose,métamorphose,f,5980
w-psychiatrique,psychiatrique,psychiatrique,,5981
w-epatant,épatant,épatant,,5982
w-griffer,griffer,griffer,,5983
w-astiquer,astiquer,astiquer,,5984
w-repartir,répartir,répartir,,5985
w-tombee,la tombée,tombée,f,5986
w-syllabe,la syllabe,syllabe,f,5987
w-fume,fumé,fumé,,5988
w-purifier,purifier,purifier,,5989
w-vicieux,vicieux,vicieux,,5990
w-affut,un affût,affût,m,5991
w-courtoisie,la courtoisie,courtoisie,f,5992
w-esquiver,esquiver,esquiver,,5993
w-ecaille,une écaille,écaille,f,5994
w-autrichien,un Autrichien,Autrichien,m,5995
w-fige,figé,figé,,5996
w-aperitif,un apéritif,apéritif,m,5997
w-conter,conter,conter,,5998
w-massage,le massage,massage,m,5999
w-mais,le maïs,maïs,m,6000
w-sucre-2,sucré,sucré,,6001
w-tapir,se tapir,tapir,,6002
w-explosif,un explosif,explosif,m,6003
w-rectifier,rectifier,rectifier,,6004
w-separe,séparé,séparé,,6005
w-tinter,tinter,tinter,,6006
w-volontairement,volontairement,volontairement,,6007
w-defunt,le défunt,défunt,m,6009
w-emaner,émaner,émaner,,6010
w-fatigant,fatigant,fatigant,,6011
w-fermement,fermement,fermement,,6012
w-deferler,déferler,déferler,,6013
w-propice,propice,propice,,6014
w-short,un short,short,m,6015
w-differemment,différemment,différemment,,6016
w-blaguer,blaguer,blaguer,,6017
w-charmer,charmer,charmer,,6018
w-dedaigner,dédaigner,dédaigner,,6019
w-fouler,fouler,fouler,,6020
w-hesitant,hésitant,hésitant,,6021
w-rosee,la rosée,rosée,f,6022
w-gourmand,gourmand,gourmand,,6023
w-bouillant,bouillant,bouillant,,6024
w-facheux,fâcheux,fâcheux,,6025
w-vainement,vainement,vainement,,6026
w-donneur,le donneur,donneur,m,6027
w-imperieux,impérieux,impérieux,,6028
w-financer,financer,financer,,6030
w-gentil,le gentil,gentil,m,6031
w-inverse-2,un inverse,inverse,m,6032
w-neon,le néon,néon,m,6033
w-tardif,tardif,tardif,,6034
w-palace,un palace,palace,m,6035
w-prudemment,prudemment,prudemment,,6036
w-rayonner,rayonner,rayonner,,6037
w-sanguin,sanguin,sanguin,,6038
w-vernis,le vernis,vernis,m,6039
w-infecter,infecter,infecter,,6040
w-pecheur-2,le pécheur,pécheur,m,6041
w-tilleul,le tilleul,tilleul,m,6042
w-allier,allier,allier,,6043
w-dernierement,dernièrement,dernièrement,,6044
w-fermete,la fermeté,fermeté,f,6045
w-fiancailles,les fiançailles,fiançailles,,6046
